0.000000000000000000e+00 4.499000000000000000e+03
1.000000000000000000e+00 6.633000000000000000e+03
2.000000000000000000e+00 7.652000000000000000e+03
3.000000000000000000e+00 9.043000000000000000e+03
4.000000000000000000e+00 1.087100000000000000e+04
5.000000000000000000e+00 1.261200000000000000e+04
6.000000000000000000e+00 1.428200000000000000e+04
7.000000000000000000e+00 1.601800000000000000e+04
8.000000000000000000e+00 1.985600000000000000e+04
9.000000000000000000e+00 2.230400000000000000e+04
1.000000000000000000e+01 2.523300000000000000e+04
1.100000000000000000e+01 2.915500000000000000e+04
1.200000000000000000e+01 3.296400000000000000e+04
1.300000000000000000e+01 3.757500000000000000e+04
1.400000000000000000e+01 4.017400000000000000e+04
1.500000000000000000e+01 4.455000000000000000e+04
1.600000000000000000e+01 5.212800000000000000e+04
