0.000000000000000000e+00 4.636000000000000000e+03
1.000000000000000000e+00 5.883000000000000000e+03
2.000000000000000000e+00 7.375000000000000000e+03
3.000000000000000000e+00 9.172000000000000000e+03
4.000000000000000000e+00 1.014900000000000000e+04
5.000000000000000000e+00 1.246200000000000000e+04
6.000000000000000000e+00 1.246200000000000000e+04
7.000000000000000000e+00 1.766000000000000000e+04
8.000000000000000000e+00 2.115700000000000000e+04
9.000000000000000000e+00 2.474700000000000000e+04
1.000000000000000000e+01 2.798000000000000000e+04
1.100000000000000000e+01 3.150600000000000000e+04
1.200000000000000000e+01 3.571300000000000000e+04
1.300000000000000000e+01 4.103500000000000000e+04
1.400000000000000000e+01 4.702100000000000000e+04
1.500000000000000000e+01 5.357800000000000000e+04
1.600000000000000000e+01 5.913800000000000000e+04
1.700000000000000000e+01 6.392700000000000000e+04
1.800000000000000000e+01 6.917600000000000000e+04
1.900000000000000000e+01 7.438600000000000000e+04
2.000000000000000000e+01 8.058900000000000000e+04
2.100000000000000000e+01 8.649800000000000000e+04
2.200000000000000000e+01 9.247200000000000000e+04
2.300000000000000000e+01 9.768900000000000000e+04
2.400000000000000000e+01 1.017390000000000000e+05
2.500000000000000000e+01 1.057920000000000000e+05
